Name,alpha,Lowest Rel Error,_wandb
restful-sweep-3,1,0.844372278696221,
peachy-sweep-1,0,0.086425279122006,
Morning-sweep-56,0.001831507900225,0.002089611953124,
Peach-sweep-55,0.015080676821606,0.003605674253777,
Toasty-sweep-54,0.006594196822786,0.002388624008745,
Autumn-sweep-53,0.002851362707076,0.002333700656891,
Helpful-sweep-52,0.003259016500746,0.002427825005725,
Fresh-sweep-51,0.002923522750614,0.00222987215966,
Solar-sweep-50,0.468774994110964,0.014025825075805,
Clear-sweep-49,0.001179209836923,0.002721688011661,
Misunderstood-sweep-48,0.022467171308634,0.005050997715443,
Fancy-sweep-47,0.235621255451044,0.010413659736514,
Robust-sweep-46,0.005099278777978,0.00296681560576,
Celestial-sweep-45,0.012793788636611,0.003594427369535,
Dulcet-sweep-44,0.34718860682155,0.011381585150957,
graceful-sweep-43,0.050437855561406,0.007786750793457,
deft-sweep-42,0.126089890270012,0.007803361397237,
vague-sweep-41,0.831957345649164,0.018776673823595,
resilient-sweep-40,0.074968235150926,0.008304465562105,
lucky-sweep-39,0.387756058927946,0.012474752962589,
stilted-sweep-38,0.436350556309442,0.015732645988464,
hopeful-sweep-37,0.029619235002731,0.005789670161903,
silvery-sweep-36,0.684170298284973,0.017974153161049,
fallen-sweep-35,0.268443530862314,0.015175440348685,
celestial-sweep-34,0.624445851223258,0.017761277034879,
scarlet-sweep-33,0.544628269284549,0.016572959721089,
silvery-sweep-32,0.224464024825718,0.009845095686615,
absurd-sweep-31,0.91016319465542,0.01935413852334,
graceful-sweep-30,0.160617527932975,0.008444688282907,
fallen-sweep-29,0.172196935178139,0.009932700544596,
northern-sweep-28,0.482840383843773,0.017009986564517,
fearless-sweep-27,0.008642886365379,0.003164968220517,
copper-sweep-26,0.859942765607193,0.018794661387801,
absurd-sweep-25,0.112324262494286,0.00910622254014,
hardy-sweep-24,0.172220747758435,0.010008399374783,
playful-sweep-23,0.761264687083177,0.017889467999339,
wise-sweep-22,0.017981640896507,0.004473890177906,
giddy-sweep-21,0.062196120742412,0.007467187941074,
fine-sweep-20,0.327355871932676,0.015811493620277,
wise-sweep-19,0.247138187011127,0.012236041948199,
glamorous-sweep-18,0.655740833809952,0.017672181129456,
likely-sweep-17,0.411482319428821,0.016429528594017,
hearty-sweep-16,0.51090099425028,0.015205063857138,
polished-sweep-15,0.804498634395504,0.018492350354791,
copper-sweep-14,0.087628882504645,0.007793189026415,
pretty-sweep-13,0.714580719692196,0.018096251413226,
charmed-sweep-12,0.000438029804485,0.002620539162308,
sandy-sweep-11,0.456556644839334,0.012797019444406,
polar-sweep-10,0.28859215000832,0.011900373734534,
morning-sweep-9,0.000203827873224,0.002665164880455,
comfy-sweep-8,0.36661670358059,0.012660593725741,
firm-sweep-7,0.998967675399918,0.093983076512814,
likely-sweep-6,0.001787770772197,0.002749318024144,
light-sweep-5,0.0391583253698,0.006289614830166,
wild-sweep-4,0.140644422994034,0.009951702319086,
crimson-sweep-3,0.204229166174188,0.01146025210619,
fallen-sweep-2,0.593748896413161,0.017141554504633,
lucky-sweep-1,0.582774004325841,0.017490210011602,
