"Name","alpha","Data loss lowest (validation)"
"radiant-sweep-77","0.44394413333870586","0.00007917553739389405"
"autumn-sweep-76","0.05258179110481498","0.0000010408892876512257"
"trim-sweep-75","0.606465485278163","0.00003334465145599097"
"swift-sweep-74","0.07903901700275306","0.0000015797666037542513"
"mild-sweep-73","0.429490724664627","0.000008440690180577803"
"azure-sweep-72","0.040203483082705715","0.0000026275233722117264"
"good-sweep-71","0.10805056488832754","0.000004354987595434068"
"deep-sweep-70","0.19751474977165429","0.0000025541489776514936"
"wandering-sweep-69","0.065962401868354","0.000001739563458613702"
"curious-sweep-68","0.5885460500496776","0.000019104438251815736"
"astral-sweep-67","0.27515747987591455","0.000004005100436188513"
"avid-sweep-66","0.2447215276077419","0.000002383836545050144"
"youthful-sweep-65","0.1373024542089305","0.000001191226147057023"
"warm-sweep-64","0.1687874245234091","0.000002686873358470621"
"ethereal-sweep-63","0.26013230060464665","0.000003304814299553982"
"iconic-sweep-62","0.21374952578007467","0.0000031670724638388492"
"frosty-sweep-61","0.1218085931765296","0.000002874563733712421"
"eternal-sweep-60","0.6257503310474986","0.00001536027411930263"
"skilled-sweep-59","0.6437079993852093","0.00007916507456684485"
"absurd-sweep-58","0.0930658551485728","0.0000020979630335205"
"avid-sweep-57","0.2295184294146566","0.0000048530419007875025"
"expert-sweep-56","0.182762670252014","0.0000019385720406717155"
"neat-sweep-55","0.15225295166700192","0.000003627147407314624"
"misty-sweep-54","0.3166497547891016","0.000006903219400555827"
"fresh-sweep-53","0.3617017872492728","0.000007358500624832232"
"divine-sweep-52","0.011119470742941506","0.000003309105522930622"
"fine-sweep-51","0.5679922251502896","0.000011283378626103511"
"zany-sweep-50","0.2937845719202329","0.000012291689017729368"
"jolly-sweep-49","0.3381074592808976","0.0000012995241149837966"
"desert-sweep-48","0.383975525607535","0.000008698521014594007"
"restful-sweep-47","0.541033603901843","0.000011087550774391277"
"vibrant-sweep-46","0.4892432939524409","0.000005062291165813804"
"wise-sweep-45","0.5140616548084702","0.000055330230679828674"
"mild-sweep-44","0.03333687556716258","0.000003403650680411374"
"restful-sweep-43","0.4111498855693771","0.000010785950507852247"
"iconic-sweep-42","0.464055616512436","0.00001598493690835312"
"wise-sweep-41","0.059237861443870554","0.000002324103434148128"
"spring-sweep-40","0.43704813224612815","0.000007181991804827703"
"comic-sweep-39","0.1149478198390138","0.000001542564405099256"
"rich-sweep-38","0.6690510349947446","0.000053739509894512594"
"fanciful-sweep-37","0.20639233661162149","0.000002262489033455495"
"trim-sweep-36","0.2675576335356291","0.0000032837624530657195"
"stellar-sweep-35","0.08626475384058441","0.0000014430554529099029"
"leafy-sweep-34","0.14398418337451835","0.000001950142859641346"
"earnest-sweep-33","0.23722044640180695","0.0000030722608244104777"
"pretty-sweep-32","0.17580360954498764","0.0000010969038157782052"
"still-sweep-31","0.5973066882466304","0.000022397751308744773"
"snowy-sweep-30","0.6346187492386954","0.000027363765184418295"
"playful-sweep-29","0.3054900130441329","0.00001306539161305409"
"legendary-sweep-28","0.7002092288423785","0.000024847444365150295"
"olive-sweep-27","0.35010813233717464","0.00001067119046638254"
"classic-sweep-26","0.5019878730866133","0.000017846181435743347"
"colorful-sweep-25","0.02180486460795339","0.000001924689286170178"
"wild-sweep-24","0.3973156031880229","0.000010996940545737743"
"valiant-sweep-23","0.5542938053133065","0.000021421034034574404"
"denim-sweep-22","0.07293859836399696","0.0000021733337689511245"
"icy-sweep-21","0.450064123469578","0.000005796927780465921"
"dandy-sweep-20","0.12968486063945428","0.0000019424178390181623"
"floral-sweep-19","0.25254566695238845","0.0000049480759116704576"
"fancy-sweep-18","0.19163853821125865","0.000003739560042959056"
"sleek-sweep-17","0.6161646131540324","0.000024892751753213815"
"efficient-sweep-16","0.3269596684667677","0.000005170632448425749"
"glad-sweep-15","0.423343930371468","0.000003960625690524466"
"firm-sweep-14","0.6865591053191237","0.00004355458440841176"
"peachy-sweep-13","0.528428401212503","0.000017460395611124113"
"leafy-sweep-12","0.04648028601598963","0.0000012673727951550973"
"valiant-sweep-11","0.16051163419837855","0.0000023519719434261788"
"silvery-sweep-10","0.4766645006659529","0.00000632990850135684"
"ruby-sweep-9","0.10132345839303591","0.0000016385162098231376"
"worldly-sweep-8","0.6531976550947762","0.000022056521629565395"
"usual-sweep-7","0.579762573096954","0.000016666785086272284"
"comfy-sweep-6","0.9987252387338416","0.11164426803588869"
"drawn-sweep-5","0.2822894667880613","0.000005528818292077631"
"pleasant-sweep-4","0.37208100660208654","0.000006637956630584085"
"rare-sweep-3","0.00015032866682063162","0.00003647367702797055"
"dry-sweep-2","0.22171053222017575","0.0000049121363190351985"
"misty-sweep-1","0.7095211206066915","0.000033360407542204484"
"morning-sweep-5","0.95","0.0005447162548080087"
"wise-sweep-4","0.9","0.006328070070594549"
"charmed-sweep-3","0.85","0.00017785302770789713"
"sunny-sweep-2","0.8","0.00003813064540736377"
"effortless-sweep-1","0.75","0.00004269214332452975"
"leafy-sweep-2","0.0","0.0016967144329100847"
