"Name","alpha","Data loss lowest (validation)"
"whole-sweep-94","0.8606626958292932","0.00014568882761523128"
"gallant-sweep-92","0.7409315065661186","0.00014001225645188242"
"light-sweep-78","0.35311794708165767","0.00010214622307103129"
"vibrant-sweep-76","0.2710882671296504","0.00017786155513022095"
"graceful-sweep-73","0.3744035824488027","0.00012153160059824586"
"vibrant-sweep-70","0.33015449971938216","0.00008935086225392297"
"royal-sweep-69","0.35362253204569094","0.00009676776971900836"
"wandering-sweep-67","0.5345905391701036","0.00017519523680675775"
"graceful-sweep-62","0.5255958542895115","0.00017014055629260838"
"magic-sweep-60","0.4627801980002837","0.00014548306353390217"
"golden-sweep-59","0.7404057556338715","0.00013691579806618392"
"playful-sweep-57","0.6010015185312675","0.00013935477181803435"
"iconic-sweep-55","0.46325989766959386","0.00011120740964543074"
"unique-sweep-54","0.6372405490794187","0.0002063949650619179"
"wobbly-sweep-51","0.46437528253659743","0.00013336857955437154"
"royal-sweep-49","0.4423612983381208","0.00012299329682718962"
"floral-sweep-48","0.29944977534801576","0.00018326730059925467"
"happy-sweep-46","0.739113038743506","0.00018651533173397183"
"stilted-sweep-39","0.6583804708790532","0.00017798764747567475"
"expert-sweep-38","0.657449894947665","0.0001955713814822957"
"twilight-sweep-37","0.2480539326926835","0.00011791337601607664"
"genial-sweep-36","0.4230992812134417","0.00009103588672587648"
"apricot-sweep-35","0.6380940654728721","0.0001391582190990448"
"atomic-sweep-33","0.6000618451929486","0.00009927406790666282"
"eternal-sweep-30","0.31438189037575215","0.00020326329104136676"
"pleasant-sweep-29","0.5261832044892849","0.00012233926099725068"
"desert-sweep-24","0.8262059426334954","0.00016935089661274105"
"dashing-sweep-23","0.4035288629974952","0.00016217483789660037"
"splendid-sweep-22","0.4418023829533601","0.00011963133147219196"
"zesty-sweep-21","0.6578755707429403","0.00009846463217400014"
"leafy-sweep-20","0.6183671841605907","0.00014389303396455944"
"royal-sweep-19","0.22052865996708385","0.0002672009577509016"
"major-sweep-18","0.9154658417832952","0.0001475811586715281"
"absurd-sweep-17","0.4234909187198558","0.00009378375398227944"
"solar-sweep-16","0.6377136404651451","0.00010229369217995554"
"fresh-sweep-15","0.5081674758707047","0.00018459736020304265"
"daily-sweep-14","0.5633634379103487","0.00014609111531171948"
"smart-sweep-13","0.3316611862615818","0.0001023151125991717"
"vague-sweep-12","0.2714957470958038","0.00012404078734107316"
"summer-sweep-11","0.7864911643550527","0.00018000770069193095"
"blooming-sweep-10","0.6003866387626057","0.00009567313827574252"
"dry-sweep-9","0.4637797659032876","0.000119345000712201"
"worldly-sweep-8","0.3004554578316917","0.00008574083040002733"
"dutiful-sweep-7","0.6936707909839708","0.00016717817925382406"
"sweepy-sweep-6","0.3747758099711519","0.00011528256436577068"
"elated-sweep-5","0.8611995022130028","0.0001409879187121987"
"golden-sweep-4","0.00006641414912578192","0.002714626723900438"
"rare-sweep-3","0.9991159417964892","0.0003691218444146216"
"playful-sweep-2","0.5335026205276024","0.00007595831266371533"
"leafy-sweep-1","0.24859476424875804","0.00009127450175583364"
"upbeat-sweep-12","0.95","0.00016314674576278776"
"vibrant-sweep-11","0.975","0.0001969371514860541"
"eager-sweep-10","0.2","0.00015694244939368218"
"quiet-sweep-9","0.175","0.0001818199671106413"
"pious-sweep-8","0.15","0.00009989833779400216"
"genial-sweep-7","0.125","0.0001161570762633346"
"worldly-sweep-6","0.1","0.00016855463036336005"
"silver-sweep-5","0.075","0.0002667743538040668"
"glowing-sweep-4","0.05","0.0001466432586312294"
"crisp-sweep-3","0.025","0.00023910719028208405"
"grateful-sweep-1","0","0.0027087032794952393"
"resilient-sweep-2","1","1.7282177209854126"
